trefwoord	homon	bettr	thema	subthema1	POS	hulpthema	jaarrek	bronboek	status	geleend_uit	leenvorm	opmerking	bron
rescontreren		vereffenen (termijnhandel)	12. handel	betalen	werkwoord		1610	WNT	leen	Italiaans			CW 2001
rescript		antwoord			zelfstandig naamwoord		1364		leen	Latijn			EWB2
research		onderzoek	19. wetenschap		zelfstandig naamwoord		1940	WNT	leen	Engels		huidige vorm	CW 2001
researchen					werkwoord		2000	uit CGN	leen	Engels			Smet, Hendrik De (2014), ‘De integratie van Engelse leenwoorden in het Nederlands’, in: Patroon en argument: Een dubbelfeestbundel bij het emeritaat van William Van Belle en Joop van der Horst, red. F. Van de Velde, H. Smessaert, F. Van Eynde & S. Verbrugge, Leuven, 75-87.
researcher					zelfstandig naamwoord				leen	Engels			K. Franco e.a. (2018), 'Let’s Agree to Disagree. (Variation in) the Assignment of Gender to Nominal Anglicisms in Dutch', in: Journal of Germanic Linguistics 30.1
researchwerk					zelfstandig naamwoord				leen	Engels	research work		Leenwoordenboek 2005
resectie		wegsnijding			zelfstandig naamwoord		1847		leen	Frans			EWB2
reseda		plantengeslacht	2. plantenrijk	planten	zelfstandig naamwoord		1544	WNT	leen	Latijn			CW 2001
reseen		bestanddelen van hars			werkwoord		1883		leen	Duits			EWB2
reserpine		een alkaloïde			zelfstandig naamwoord		1968		leen	Duits			EWB2
reservatie		voorbehoud			zelfstandig naamwoord		1515		leen	Latijn			EWB2
reserveren		bewaren	19. wetenschap		werkwoord		1276-1300	CG I1, 40	leen	Frans			CW 2001
reservoir					zelfstandig naamwoord				leen	Frans	réservoir		Leenwoordenboek 2005
reservoor					zelfstandig naamwoord				leen	Frans	réservoir		Leenwoordenboek 2005
resetten					werkwoord				leen	Engels	to reset		Leenwoordenboek 2005
resideren		wonen	15. overheid	ambtelijke taal	werkwoord		1467	HWS	leen	Frans			CW 2001
residu		overblijfsel	19. wetenschap	natuurwetenschappen	zelfstandig naamwoord		1488	MNW	leen	Frans			CW 2001
resigneren		een ambt neerleggen	13. werk+industrie		werkwoord		1546	WNT	leen	Frans			CW 2001
resiliabel		opzegbaar			bijvoeglijk naamwoord		1916		leen	Frans			EWB2
resineren		met hars doortrekken			werkwoord		1855		leen	Frans			EWB2
resiniet		fossiele hars			zelfstandig naamwoord		1846		leen	Duits			EWB2
résistance					zelfstandig naamwoord				leen	Frans	résistance		Leenwoordenboek 2005
resistentie					zelfstandig naamwoord				leen	Latijn	resistentia		Leenwoordenboek 2005
resisteren		weerstaan			werkwoord		1524		leen	Frans			EWB2
resolutie		besluit	15. overheid	ambtelijke taal	zelfstandig naamwoord		1549	HWS	leen	Frans			CW 2001
resoluut		vastberaden	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1601	WNT	leen	Latijn			CW 2001
resolveren		ontbinden, besluiten			werkwoord		1485		leen	Latijn		2 bet. oplossen	EWB2
resonans		resonantie			zelfstandig naamwoord		1826		leen	Engels			EWB2
resonantie		het meetrillen	19. wetenschap	natuurk. proces	zelfstandig naamwoord		1502	WNT	leen	Latijn			CW 2001
resoneren		meeklinken	18. muziek		werkwoord		1548	WNT	leen	Frans			CW 2001
resorberen		oplossen			werkwoord		1847		leen	Frans			EWB2
respect		eerbied	4. mensenwereld	eigenschappen	zelfstandig naamwoord		1637	WNT walgen	leen	Frans		huidige bet	CW 2001
respectabel					bijvoeglijk naamwoord				leen	Frans	respectable		Leenwoordenboek 2005
respectievelijk		onderscheidenlijk	19. wetenschap		bijvoeglijk naamwoord		1541	HWS	leen	Frans			CW 2001
respective		respectievelijk			bijwoord		1555		leen	Latijn			EWB2
respijt		uitstel	12. handel		zelfstandig naamwoord		1294	CG I3, 2029	leen	Frans			CW 2001
respiratoir		de ademhaling betreffend			bijvoeglijk naamwoord		1929		leen	Frans			EWB2
respirator		ademhalingstoestel			zelfstandig naamwoord		1832		leen	Latijn			EWB2
respireren		lucht scheppen			werkwoord		1553		leen	Frans			EWB2
responderen					werkwoord				leen	Latijn	respondere		Leenwoordenboek 2005
respons		antwoord, weerklank	21. communicatie	schriftelijk	zelfstandig naamwoord		1265-1270	CG Lut.K	leen	Frans			CW 2001
responsale		boek met gezongen gedeelten van het officie			zelfstandig naamwoord		1908		leen	Latijn			EWB2
responsie		beantwoording	communicatie	schriftelijk	zelfstandig naamwoord		1516		leen	Latijn			EWB2
responsoriaal		op de wijze van een beurtzang			bijvoeglijk naamwoord		1949		leen	Duits			EWB2
responsum		schriftelijk antwoord van een rechtscollege			zelfstandig naamwoord		1824		leen	Latijn			EWB2
ressentiment		wrok	4. mensenwereld	eigenschappen	zelfstandig naamwoord		1633	WNT	leen	Frans			CW 2001
ressort		rechtsgebied	15. overheid	justitie	zelfstandig naamwoord		1566	WNT	leen	Frans			CW 2001
ressource		hulpbron			zelfstandig naamwoord		1691		leen	Frans			EWB2
rest		overschot	19. wetenschap	hoeveelheden	zelfstandig naamwoord		1452	HWS	leen	Frans			CW 2001
restant		overschot	19. wetenschap	hoeveelheden	zelfstandig naamwoord		1377	MNW	leen	Frans			CW 2001
restaurant		eethuis	9. sociale leven	straat	zelfstandig naamwoord	gebouw	1862	WNT	leen	Frans			CW 2001
restaurateur					zelfstandig naamwoord				leen	Frans	restaurateur		Leenwoordenboek 2005
restaureren		herstellen	16. kunst	bouwkunst	werkwoord		1440	MNW	leen	Frans			CW 2001
resteren		overblijven	15. overheid	ambtelijke taal	werkwoord		1503	WNT	leen	Frans			CW 2001
restitueren		teruggeven	12. handel		werkwoord		1228-1349	MNW	leen	Frans			CW 2001
restloos					bijvoeglijk naamwoord				leen	Duits	restlos		Leenwoordenboek 2005
resto					zelfstandig naamwoord		1584		leen	Italiaans			EWB2
restrictie		beperking	15. overheid	ambtelijke taal	zelfstandig naamwoord		1492	MNW	leen	Frans			CW 2001
restringeren		beperken			werkwoord		1514		leen	Latijn			EWB2
resultaat					zelfstandig naamwoord				leen	Frans	résultat		Leenwoordenboek 2005
resulteren		voortvloeien uit	19. wetenschap		werkwoord		1595	WNT	leen	Frans			CW 2001
resumeren		samenvatten	21. communicatie	mondeling	werkwoord		1824	WNT	leen	Frans		huidige bet	CW 2001
resumptie		samenvatting			zelfstandig naamwoord		1591		leen	Frans		2 bet oplossen	EWB2
resurrectie		opstanding uit de dood			zelfstandig naamwoord		1553		leen	Frans			EWB2
retabel		achterstuk van altaar			zelfstandig naamwoord		1824		leen	Frans			EWB2
retard		vertraging			zelfstandig naamwoord		1794		leen	Frans			EWB2
retardando		vertragend			bijwoord		1805		leen	Italiaans			EWB2
retarderen		vertragen			werkwoord		1532		leen	Frans			EWB2
retardo					zelfstandig naamwoord				leen	Engels	retardo		Leenwoordenboek 2005
retentie		ophouding	15. overheid	ambtelijke taal	zelfstandig naamwoord		1568	WNT	leen	Frans		huidige bet	CW 2001
retenue		terughouding			zelfstandig naamwoord		1370-1378		leen	Frans			EWB2
retenuto		ingehouden	18. muziek		bijwoord		1898	GVD	leen	Italiaans			CW 2001
reticentie		het verzwijgen			zelfstandig naamwoord		1658		leen	Frans			EWB2
reticulair		netvormig			bijvoeglijk naamwoord		1768		leen	Frans			EWB2
reticule		handtas			zelfstandig naamwoord		1811		leen	Frans			EWB2
retina		netvlies	4. mensenwereld	lichaamsdelen	zelfstandig naamwoord		1734	WNT	leen	Latijn			CW 2001
retineren		achterhouden, niet uitscheiden			werkwoord		1645		leen	Latijn			EWB2
retirade	a	terugtocht; toilet	14. leger	oorlog	zelfstandig naamwoord		1654	WNT	leen	Frans			CW 2001
retireren		terugtrekken			werkwoord		1614		leen	Frans			EWB2
retorica		redekunst	19. wetenschap	wetenschapsdisciplines	zelfstandig naamwoord		1508	WNT	leen	Latijn			CW 2001
retoriek					zelfstandig naamwoord				leen	Frans	rhétorique		Leenwoordenboek 2005
retorqueren		iem. met zijn eigen woorden bestrijden			werkwoord		1587		leen	Frans			EWB2
retorsie		weerwraak			zelfstandig naamwoord		1625		leen	Frans			EWB2
retort		distilleerkolf	19. wetenschap	natuurwetenschappen	zelfstandig naamwoord		1595	WNT	leen	Frans			CW 2001
retouche		het bijwerken	16. kunst	beeldende kunst	zelfstandig naamwoord		1847	WNT	leen	Frans			CW 2001
retoucheren					werkwoord				leen	Frans	retoucher		Leenwoordenboek 2005
retour		bijwoord van richting: terug	10. voortbewegen		bijwoord		1508	WNT	leen	Frans			CW 2001
retract		inbreuk op recht van verkoper			zelfstandig naamwoord		1579		leen	Latijn			EWB2
retraite		het terugtrekken	14. leger	oorlog	zelfstandig naamwoord		1581	WNT	leen	Frans			CW 2001
retraktatie		herroeping			zelfstandig naamwoord		1566		leen	Frans			EWB2
retranchement		tweede verschansing			zelfstandig naamwoord		1596		leen	Frans			EWB2
retribueren		vergoeden			werkwoord		1553		leen	Frans			EWB2
retriever		hondensoort	3. dierenrijk	zoogdieren	zelfstandig naamwoord	dieraanduiding huis	1940	WNT	leen	Engels			CW 2001
retroacta		voorgeschiedenis van een zaak			zelfstandig naamwoord		1524		leen	Latijn			EWB2
retrograde		kreeftdicht	17. letterkunde	genres	zelfstandig naamwoord		1511	WNT	leen	Frans		huidige bet	CW 2001
retrozijn		rederijker			zelfstandig naamwoord		1501-1504		leen	Frans			EWB2
retsina		witte harswijn	6. consumptie	alcoholica	zelfstandig naamwoord		1978	Complete drankenenc.	leen	modern Grieks			CW 2001
rettich		witte variant van rammenas			zelfstandig naamwoord		1992		leen	Duits			EWB2
return		revanchepartij	22. sport+spel		zelfstandig naamwoord		1963	WNT	leen	Engels		huidige vorm	CW 2001
reuma		aandoening	19. wetenschap	kwalen	zelfstandig naamwoord		1514	WNT	leen	Latijn			CW 2001
reumatisme					zelfstandig naamwoord				leen	Frans	rhumatisme		Leenwoordenboek 2005
reünie		bijeenkomst van oud-collega's	9. sociale leven	onderwijs	zelfstandig naamwoord		1679	WNT	leen	Frans			CW 2001
reup		ziekte in rogge, in zuidoostelijke dialecten een knolvormige vergroeiing			zelfstandig naamwoord		1895		leen	Duits			EWB2
reüsseren		slagen			werkwoord		1660		leen	Frans			EWB2
reuter		zeef			zelfstandig naamwoord		1599		leen	Duits			EWB2
revaloriseren		herwaarderen			werkwoord		1950		leen	Frans			EWB2
revanche		genoegdoening	22. sport+spel		zelfstandig naamwoord		1599	WNT	leen	Frans			CW 2001
reveil		opleving in het godsdienstig leven	8. religie	leer	zelfstandig naamwoord		1845	WNT	leen	Frans			CW 2001
reveille					zelfstandig naamwoord				leen	Frans	réveillez-_x001E_vous		Leenwoordenboek 2005
reveillon		nachtelijk feestmaal			zelfstandig naamwoord		1824		leen	Frans			EWB2
reveleren		openbaren			werkwoord		1467-1490		leen	Frans			EWB2
revenuen		inkomsten	12. handel	betalen	zelfstandig naamwoord		1391-1392	MNW wille	leen	Frans			CW 2001
reverbeeroven		vlamoven			werkwoord		1678		leen	Frans			EWB2
reverbère		straatlantaarn met reflectors			zelfstandig naamwoord		1788		leen	Frans			EWB2
revérence		buiging	16. kunst	acteren	zelfstandig naamwoord		1824	WEI	leen	Frans			CW 2001
reverende		eerwaardig			bijvoeglijk naamwoord		1791		leen	Latijn			EWB2
rêverie		dromerij			zelfstandig naamwoord		1640		leen	Frans			EWB2
revers	1	kraagomslag van een jas	9. sociale leven	kleding	zelfstandig naamwoord		1847	WNT	leen	Frans		huidige bet; bron	CW 2001
revêtement		bekledingsmuur			zelfstandig naamwoord		1824		leen	Frans			EWB2
revideren		herzien			werkwoord		1530		leen	Latijn			EWB2
revier		terrein, jachtgebied	1. aardrijk		zelfstandig naamwoord		1734	WNT	leen	Duits			CW 2001
review		tijdschrift	21. communicatie	schriftelijk	zelfstandig naamwoord		1847	KKU	leen	Engels			CW 2001
reviewen					werkwoord		2000	uit CGN	leen	Engels			Smet, Hendrik De (2014), ‘De integratie van Engelse leenwoorden in het Nederlands’, in: Patroon en argument: Een dubbelfeestbundel bij het emeritaat van William Van Belle en Joop van der Horst, red. F. Van de Velde, H. Smessaert, F. Van Eynde & S. Verbrugge, Leuven, 75-87.
revindiceren		terugvorderen			werkwoord		1670		leen	Latijn			EWB2
reviseren		herzien	17. letterkunde	uitgeven	werkwoord		1634	WNT	leen	Frans			CW 2001
revival		herleving	16. kunst		zelfstandig naamwoord		1843	WNT	leen	Engels			CW 2001
revivescentie		het weer tot leven wekken			zelfstandig naamwoord		1824		leen	Frans			EWB2
revivificatie		het doen herleven			zelfstandig naamwoord		1785		leen	Frans			EWB2
revocatie		herroeping	15. overheid	justitie	zelfstandig naamwoord		1370-1378	HWS	leen	Frans			CW 2001
revoltant		weerzinwekkend			bijvoeglijk naamwoord		1847		leen	Frans			EWB2
revolte		opstand	9. sociale leven	ruzie	zelfstandig naamwoord		1591	WNT	leen	Frans			CW 2001
revolteren					werkwoord				leen	Frans	révolter		Leenwoordenboek 2005
revolutie		politieke of staatkundige ommekeer	15. overheid		zelfstandig naamwoord		1654	WNT	leen	Frans		huidige bet	CW 2001
revolutionair		oproerig	15. overheid		bijvoeglijk naamwoord		1797	WNT	leen	Frans			CW 2001
revolver		vuistvuurwapen met draaiende kamer	14. leger	wapens	zelfstandig naamwoord		1855	WNT	leen	Engels			CW 2001
revue		show	16. kunst	toneelgenre	zelfstandig naamwoord		1898	Te Winkel 335	leen	Frans			CW 2001
rex		koning			zelfstandig naamwoord		1832		leen	Latijn			EWB2
rez-de-chaussee		benedenwoning	9. sociale leven	straat	zelfstandig naamwoord	gebouw	1804	WNT	leen	Frans			CW 2001
rhönrad		gymnastiektoestel			zelfstandig naamwoord		1950		leen	Duits			EWB2
rhythm and blues		soort jazzmuziek	18. muziek	muzieksoort	zelfstandig naamwoord		1969	WP Suppl 1969	leen	Engels			CW 2001
ria		riviermond			zelfstandig naamwoord		1863		leen	Spaans			EWB2
riant		aantrekkelijk	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1858-1873	WNT	leen	Frans			CW 2001
ribbemoos		grote, krachtige kerel			zelfstandig naamwoord		1906		leen	Duits			EWB2
ribcord					zelfstandig naamwoord				pseudo-ontlening	pseudo-Engels	Engels corduroy		Leenwoordenboek 2005
ribes		plantengeslacht	2. plantenrijk	planten	zelfstandig naamwoord		1500	Herbarius in Dietsche, Cap. 120	leen	Frans			CW 2001
riboet					zelfstandig naamwoord				leen	Maleis	riboet		Leenwoordenboek 2005
ricambio		retourwissel	12. handel	betalen	zelfstandig naamwoord		1824	WEI	leen	Italiaans			CW 2001
richard		rijkaard			zelfstandig naamwoord		1912		leen	Frans			EWB2
richel					zelfstandig naamwoord				leen	Latijn	regula		Leenwoordenboek 2005
richtig		naar behoren			bijvoeglijk naamwoord		1637		leen	Duits			EWB2
richting	a	het richten, kant waarheen iem. gaat	10. voortbewegen		zelfstandig naamwoord		1786	WNT	leen	Duits			CW 2001
richtsnoer					zelfstandig naamwoord				leen	Duits	Richtschnur		Leenwoordenboek 2005
ricine		eiwitstof			zelfstandig naamwoord		1914		leen	Frans			EWB2
ricinus		plant			zelfstandig naamwoord		1668		leen	Latijn			EWB2
rickettsia		micro-organismen			zelfstandig naamwoord		1941		leen	Latijn			EWB2
ricocheren		ketsen	10. voortbewegen		werkwoord		1912	KKU	leen	Frans			CW 2001
ricotta		soort van Italiaanse kaas			zelfstandig naamwoord		1698		leen	Italiaans		was KRA	EWB2
rictus		het grijnzend vertrekken van de mond			zelfstandig naamwoord		1912		leen	Frans			EWB2
riddermatig		als van een ridder			bijvoeglijk naamwoord		1523		leen	Duits			EWB2
rideau		gordijn			zelfstandig naamwoord		1824		leen	Frans			EWB2
ridicuul		belachelijk	15. overheid	ambtelijke taal	bijvoeglijk naamwoord		1650	MEY	leen	Frans			CW 2001
riel		munteenheid van Cambodja	12. handel	muntnamen	zelfstandig naamwoord		1955	Enc. Munten en Bankbiljetten	leen	Khmer			CW 2001
riem	2	roeispaan	11. scheepvaart	scheepsonderdelen	zelfstandig naamwoord		1240	Bern.	leen	Latijn			CW 2001
riem	3	hoeveelheid papier	19. wetenschap	hoeveelheden	zelfstandig naamwoord		1384	MNW	leen	Spaans			CW 2001
riesling		witte wijnsoort	6. consumptie	alcoholica	zelfstandig naamwoord		1950	WP (Frankrijk)	leen	Duits			CW 2001
rif	2	bank in zee	1. aardrijk	landschap	zelfstandig naamwoord		1595	De Jonge II, 296	leen	Oudnoors			CW 2001
riff		type muziekmotief	18. muziek	muzieksoort	zelfstandig naamwoord		1984	GNN	leen	Engels			CW 2001
Riffijn		bewoner van het Rif			zelfstandig naamwoord		1950		leen	Frans			EWB2
rifraf		rapaille, tuig	4. mensenwereld	negatief	zelfstandig naamwoord	groepsaanduiding	1569	WNT	leen	Frans		huidige vorm + bet	CW 2001
rift		grenenhout, radiaal uit de stam gezaagd			zelfstandig naamwoord		1950		leen	Engels			EWB2
rigaudon		een dans			zelfstandig naamwoord		1824		leen	Frans			EWB2
rigide		(overdreven) streng	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1776	Aanv WNT	leen	Frans			CW 2001
rigolade		grappig verhaaltje			zelfstandig naamwoord		1992		leen	Frans			EWB2
rigor		stijfheid			zelfstandig naamwoord		1824		leen	Latijn			EWB2
rigoroso		streng in de maat	18. muziek		bijwoord		1839	Natan	leen	Italiaans			CW 2001
rigoureus		zeer streng	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1503	Aanv WNT	leen	Frans			CW 2001
rigueur		strengheid			zelfstandig naamwoord		1351-1400		leen	Frans			EWB2
rijk	1	staat	15. overheid		zelfstandig naamwoord	groepsaanduiding	0901-1000	WPs	leen	Keltisch			CW 2001
rijm	2	gelijke klank	17. letterkunde	poëzie	zelfstandig naamwoord		1240	Bern.	leen	Frans			CW 2001
rijn		molenijzer			zelfstandig naamwoord		1318-1319		leen	Frans		status was leen + afleiding; zie Weijnen	EWB2
rijst		graansoort	2. plantenrijk	granen	zelfstandig naamwoord		1252	MNW	leen	Frans			CW 2001
rijt	1	waterplant			zelfstandig naamwoord		1854		leen	Latijn			EWB2
rijver		onderdeel van lithopers			zelfstandig naamwoord		1984		leen	Duits			EWB2
rijzig		lang	4. mensenwereld		bijvoeglijk naamwoord		1477	Teuth.	leen	Duits		huidige bet	CW 2001
riksja		door man getrokken karretje	10. voortbewegen	transportmiddel	zelfstandig naamwoord		1912	KKU	leen	Engels			CW 2001
rillettes		varkenspastei			zelfstandig naamwoord		1992		leen	Frans			EWB2
rimboe		wildernis	1. aardrijk	landschap	zelfstandig naamwoord		1875	Multatuli, Max Havelaar, 379	leen	Maleis			CW 2001
rimmel		mascara			zelfstandig naamwoord		1992		leen	Frans			EWB2
rinforzando		in sterkte toenemend	18. muziek		bijwoord		1772	Bouvink	leen	Italiaans			CW 2001
ringel-s		benaming voor een bepaald Duits s-teken	20. taalkunde	overig	zelfstandig naamwoord		1971	Treebus, Zetten vreemde talen 8	leen	Duits			CW 2001
ringgit		munteenheid van Maleisië	12. handel	muntnamen	zelfstandig naamwoord		1875	Multatuli, Max Havelaar, 379	leen	Maleis			CW 2001
rinitis		neusontsteking			zelfstandig naamwoord		1950		leen	Latijn			EWB2
rink		rolschaatsbaan			zelfstandig naamwoord		1950		leen	Engels			EWB2
rinneweren					werkwoord				leen	Frans	ruiner		Leenwoordenboek 2005
rinoceros		hoefdier	3. dierenrijk	zoogdieren	zelfstandig naamwoord	dieraanduiding wild	1654	WNT vrek I	leen	Latijn			CW 2001
rioja		rode wijnsoort	6. consumptie	alcoholica	zelfstandig naamwoord		1953	WP (Spanje)	leen	Spaans			CW 2001
riool		afvoerkanaal	16. kunst	bouwkunst	zelfstandig naamwoord		1380	MNW	leen	Frans			CW 2001
riotgun		geweer tegen opstootjes	14. leger	wapens	zelfstandig naamwoord		1989	Peptalk	leen	Engels			CW 2001
riposte					zelfstandig naamwoord				leen	Frans	riposte		Leenwoordenboek 2005
riposteren		gevat antwoorden	21. communicatie	mondeling	werkwoord		1824	WEI	leen	Frans			CW 2001
risaliet		uitspringend deel van gevel			zelfstandig naamwoord		1832		leen	Italiaans			EWB2
risee		mikpunt van spot	21. communicatie	mondeling	zelfstandig naamwoord		1929	KWT	leen	Frans			CW 2001
risico		gevaar voor schade	4. mensenwereld	eigenschappen	zelfstandig naamwoord		1525	De Bruijn Tw. 10	leen	Italiaans			CW 2001
riskant		gewaagd	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1824	WEI	leen	Duits			CW 2001
riskeren		wagen	4. mensenwereld		werkwoord		1777	MEY	leen	Frans			CW 2001
Risorgimento		Italiaans streven naar eenheid			zelfstandig naamwoord		1950		leen	Italiaans			EWB2
risotto		rijstgerecht	6. consumptie	gerechten	zelfstandig naamwoord		1929	KWT	leen	Italiaans			CW 2001
